Rank,Name,Country,Sector,Absolute Growth Rate,Compound Annual Growth Rate,Revenue 2017,Employees 2017,Founded,Revenue 2018,Revenue 2015,Employees 2018,Revenue 2019,Revenue 2016,Employees 2019,Employees 2016,Revenue 2020,Employees 2020,Revenue 2021,Employees 2021,Revenue 2022,Employees 2022,Year
787,Alta Costruzioni,Italy,Construction & Engineering,203.7%,44.8%,,,2003,,,,"1,154,300",,5,,,,,,"3,505,889",7,2024
788,Farmed,Italy,Pharmaceuticals & Cosmetics,203.6%,44.8%,,,2006,,,,"4,196,462",,3,,,,,,"12,741,776",9,2024
789,Expert Line,France,It & Software,203.6%,44.8%,,,1987,,,,"7,318,168",,26,,,,,,"22,219,000",36,2024
790,Booster Box,Italy,Advertising & Marketing,203.3%,44.7%,,,2016,,,,"1,628,120",,25,,,,,,"4,937,825",57,2024
791,Pasqualone,Italy,Mechanical & Plant Engineering,203.0%,44.7%,,,2010,,,,"2,365,157",,10,,,,,,"7,165,566",14,2024
792,Darktrace,UK,It & Software,202.9%,44.7%,,,2013,,,,"122,027,133",,1500,,,,,,"386,682,890",2000,2024
793,Serre,Italy,Food & Beverages,202.7%,44.6%,,,1995,,,,"6,226,819",,10,,,,,,"18,845,777",24,2024
794,Suedtirolnet,Italy,Media & Telecommunications,202.5%,44.6%,,,2015,,,,"881,143",,2,,,,,,"2,665,080",2,2024
795,AppTweak,Belgium,It & Software,202.3%,44.6%,,,2014,,,,"2,269,892",,27,,,,,,"6,862,864",105,2024
796,Kyo Electric,Spain,Media & Telecommunications,202.2%,44.6%,,,2014,,,,"3,041,039",,12,,,,,,"9,191,407",12,2024
797,Reparo,Italy,Food & Beverages,202.2%,44.6%,,,1999,,,,"10,903,628",,3,,,,,,"32,953,445",4,2024
798,Leone,Italy,Waste Management & Recycling,201.9%,44.5%,,,2017,,,,"17,106,532",,10,,,,,,"51,638,507",13,2024
799,Jakob Trading,Germany,Wholesale,201.8%,44.5%,,,2018,,,,"5,279,316",,3,,,,,,"15,930,849",3,2024
800,Aksilia,Italy,Management Consulting,201.7%,44.5%,,,2011,,,,"574,709",,1,,,,,,"1,733,638",3,2024
801,retesol,Germany,Wholesale,201.6%,44.5%,,,2014,,,,"8,788,263",,10,,,,,,"26,502,714",22,2024
802,Global Commissioning,UK,Construction & Engineering,201.4%,44.5%,,,2019,,,,"3,215,233",,17,,,,,,"9,247,758",58,2024
803,Signicat,Norway,It & Software,201.1%,44.4%,,,2006,,,,"26,889,264",,238,,,,,,"80,951,066",452,2024
804,Willo,Italy,It & Software,200.6%,44.3%,,,2019,,,,"516,031",,3,,,,,,"1,551,217",8,2024
805,Voto Group,Italy,Construction & Engineering,200.5%,44.3%,,,1995,,,,"1,447,560",,8,,,,,,"4,350,096",14,2024
806,Stella Group,Italy,Wholesale,200.5%,44.3%,,,1991,,,,"9,473,612",,25,,,,,,"28,468,412",29,2024
807,Expleo,Hungary,Electrical Manufacturing,200.3%,44.3%,,,2011,,,,"1,812,498",,16,,,,,,"4,498,818",20,2024
808,Thought Machine,UK,It & Software,199.2%,44.1%,,,2014,,,,"17,022,527",,204,,,,,,"48,600,227",556,2024
809,Solarplay,Italy,Energy & Utilities,199.1%,44.1%,,,2010,,,,"9,037,105",,14,,,,,,"27,033,068",14,2024
810,Walliance,Italy,"Fintech, Financial Services & Insurance",199.0%,44.1%,,,2016,,,,"696,550",,7,,,,,,"2,082,871",15,2024
811,Tikamoon,France,Retail,198.7%,44.0%,,,2008,,,,"34,406,880",,80,,,,,,"102,785,000",160,2024
812,European Recruitment,UK,Employment Services,197.4%,43.8%,,,2009,,,,"10,128,301",,38,,,,,,"28,745,511",66,2024
813,Sertec Engineering Consulting,Italy,Construction & Engineering,197.4%,43.8%,,,1968,,,,"1,205,664",,8,,,,,,"3,585,166",15,2024
814,Gyconphy,Netherlands,Management Consulting,197.1%,43.8%,,,2018,,,,"4,059,480",,5,,,,,,"12,059,424",13,2024
815,Epos Now,UK,"Fintech, Financial Services & Insurance",196.9%,43.7%,,,2011,,,,"23,939,238",,394,,,,,,"67,823,395",355,2024
816,Domum-Bau,Germany,Construction & Engineering,196.8%,43.7%,,,2017,,,,"2,531,621",,1,,,,,,"7,513,879",9,2024
817,Eco CO2,France,Energy & Utilities,196.4%,43.7%,,,2009,,,,"5,710,024",,54,,,,,,"16,926,652",128,2024
818,Automated Analytics,UK,It & Software,195.7%,43.5%,,,2013,,,,"1,168,751",,10,,,,,,"3,297,532",29,2024
819,Shown.io,Belgium,Advertising & Marketing,195.2%,43.5%,,,2016,,,,"973,716",,9,,,,,,"2,874,436",10,2024
820,Parinox,France,Wholesale,195.2%,43.5%,,,2010,,,,"2,719,492",,9,,,,,,"8,027,885",34,2024
821,HÄNER Anbaugeräte,Germany,Wholesale,195.2%,43.4%,,,2014,,,,"2,611,713",,6,,,,,,"7,709,215",12,2024
822,Cemp,France,Wholesale,194.9%,43.4%,,,2007,,,,"61,076,110",,19,,,,,,"180,137,663",33,2024
823,Heca S.r.l. Unipersonale,Italy,"Fintech, Financial Services & Insurance",194.8%,43.4%,,,2009,,,,"615,232",,11,,,,,,"1,813,723",12,2024
824,Ulrich Müller Wealth Academy,Germany,"Professional, Scientific & Technical Services",194.2%,43.3%,,,2014,,,,"1,769,000",,4,,,,,,"5,205,000",12,2024
825,Fifth Beat,Italy,It & Software,194.1%,43.3%,,,2014,,,,"1,786,076",,18,,,,,,"5,252,725",40,2024
826,Fermeture Econ’Home,France,Retail,194.1%,43.3%,,,2012,,,,"1,553,749",,20,,,,,,"4,569,361",40,2024
827,The Italian Sea Group,Italy,Manufacturing,193.7%,43.2%,,,1973,,,,"100,321,000",,256,,,,,,"294,684,000",530,2024
828,Inventya,UK,Management Consulting,193.4%,43.2%,,,2010,,,,"1,748,146",,27,,,,,,"4,893,610",51,2024
829,Revo Costruzioni,Italy,Construction & Engineering,193.3%,43.1%,,,2011,,,,"2,992,560",,5,,,,,,"8,777,645",14,2024
830,Purize Filters,Germany,Manufacturing,193.2%,43.1%,,,2017,,,,"3,660,416",,8,,,,,,"10,732,348",44,2024
831,ScaleHub,Germany,It & Software,192.8%,43.1%,,,2015,,,,"1,995,095",,20,,,,,,"5,842,260",26,2024
832,Horizon Technology Group,Italy,Construction & Engineering,191.5%,42.9%,,,2014,,,,"2,722,441",,22,,,,,,"7,937,246",25,2024
833,mindit.io,Romania,It & Software,191.5%,42.8%,,,2015,,,,"4,508,400",,99,,,,,,"13,141,237",238,2024
834,Ars Futura,Croatia,It & Software,191.4%,42.8%,,,2013,,,,"1,285,734",,22,,,,,,"3,746,959",54,2024
835,Finelf.com,Poland,"Fintech, Financial Services & Insurance",191.0%,42.8%,,,2018,,,,"1,280,186",,10,,,,,,"3,371,937",35,2024
836,Pape Martinihof,Germany,Construction & Engineering,190.8%,42.7%,,,2018,,,,"1,272,445",,18,,,,,,"3,700,000",29,2024
837,Revesperfil,Portugal,Manufacturing,190.6%,42.7%,,,2006,,,,"3,045,364",,16,,,,,,"8,849,869",29,2024
838,Solutel,France,Mechanical & Plant Engineering,190.1%,42.6%,,,2004,,,,"1,364,794",,15,,,,,,"3,959,151",36,2024
839,Bomae,Denmark,"Fintech, Financial Services & Insurance",189.9%,42.6%,,,2016,,,,"954,627",,10,,,,,,"2,773,905",25,2024
840,Panel Sandwich,Spain,Wholesale,189.9%,42.6%,,,2009,,,,"6,905,281",,25,,,,,,"20,019,765",38,2024
841,Giglio.com,Italy,Ecommerce,189.9%,42.6%,,,2007,,,,"17,633,287",,49,,,,,,"51,111,860",123,2024
842,StorPool Storage,Bulgaria,It & Software,188.8%,42.4%,,,2015,,,,"1,859,569",,24,,,,,,"5,369,589",36,2024
843,Spideo,France,It & Software,188.7%,42.4%,,,2010,,,,"1,238,332",,22,,,,,,"3,574,551",35,2024
844,Ministry of Programming,Bosnia and Herzegovina,It & Software,188.5%,42.4%,,,2015,,,,"3,138,890",,60,,,,,,"9,056,847",175,2024
845,Integra,Italy,Manufacturing,188.5%,42.4%,,,2018,,,,"550,785",,2,,,,,,"1,589,200",3,2024
846,SoPost,UK,Advertising & Marketing,187.7%,42.2%,,,2012,,,,"5,705,489",,38,,,,,,"15,659,900",69,2024
847,Gusti d’Italia,Italy,Food & Beverages,186.6%,42.0%,,,2009,,,,"2,530,834",,1,,,,,,"7,252,643",2,2024
848,Tecnoplast,Italy,Furniture & Interiors,186.3%,42.0%,,,2003,,,,"24,253,649",,103,,,,,,"69,429,446",207,2024
849,Hula Hoop,France,Advertising & Marketing,185.9%,41.9%,,,2011,,,,"1,570,395",,13,,,,,,"4,490,070",42,2024
850,Portify,France,Employment Services,185.3%,41.8%,,,2017,,,,"12,505,463",,150,,,,,,"35,673,902",300,2024
851,B1gas,Italy,Energy & Utilities,185.2%,41.8%,,,2010,,,,"20,333,579",,9,,,,,,"57,997,160",11,2024
852,Audebert Caoutchouc,France,Wholesale,185.1%,41.8%,,,1993,,,,"3,429,887",,5,,,,,,"9,777,209",11,2024
853,IBN,France,Construction & Engineering,184.4%,41.7%,,,2013,,,,"1,021,232",,7,,,,,,"2,904,390",17,2024
854,PersonalHub Holding,Germany,Employment Services,184.3%,41.7%,,,2013,,,,"5,100,000",,10,,,,,,"14,500,000",20,2024
855,ISO Recruiting Consultants,Germany,Employment Services,184.2%,41.7%,,,2013,,,,"6,417,815",,15,,,,,,"18,241,100",23,2024
856,50 Factory,France,Ecommerce,184.0%,41.6%,,,2010,,,,"8,333,511",,35,,,,,,"23,669,888",90,2024
857,SVS,Italy,Construction & Engineering,184.0%,41.6%,,,2016,,,,"8,190,341",,5,,,,,,"23,259,540",19,2024
858,Xpron Systems,Germany,It & Software,183.7%,41.6%,,,2005,,,,"3,446,670",,110,,,,,,"9,776,767",300,2024
859,Vey Versorgungstechnik,Germany,Construction & Engineering,183.5%,41.5%,,,1955,,,,"5,249,822",,30,,,,,,"14,883,081",45,2024
860,Ecovadis,France,Management Consulting,183.5%,41.5%,,,2007,,,,"33,117,679",,557,,,,,,"93,874,507",1358,2024
861,V-Inox Outlet,Hungary,Wholesale,182.9%,41.4%,,,2015,,,,"4,606,663",,11,,,,,,"13,034,060",12,2024
862,Putetto,Italy,Construction & Engineering,182.6%,41.4%,,,2006,,,,"2,024,862",,12,,,,,,"5,722,685",21,2024
863,Bitnoise,Poland,It & Software,182.5%,41.4%,,,2016,,,,"936,505",,24,,,,,,"2,393,907",55,2024
864,Spotler Group,Netherlands,It & Software,182.3%,41.3%,,,2016,,,,"14,399,905",,125,,,,,,"40,656,298",248,2024
865,TMC Italia,Italy,"Professional, Scientific & Technical Services",182.0%,41.3%,,,2015,,,,"4,762,961",,65,,,,,,"13,433,161",146,2024
866,Laelle Trasporti,Italy,Logistics & Transportation,181.9%,41.3%,,,2018,,,,"1,131,939",,2,,,,,,"3,191,294",2,2024
867,CyberIAM,UK,It & Software,181.9%,41.3%,,,2017,,,,"4,151,349",,36,,,,,,"11,166,210",141,2024
868,Nemo Consulting,Italy,Management Consulting,181.7%,41.2%,,,2018,,,,"677,051",,3,,,,,,"1,907,027",7,2024
869,Cobral,Italy,Manufacturing,181.7%,41.2%,,,2010,,,,"23,727,134",,10,,,,,,"66,831,156",14,2024
870,Virtimo,Germany,It & Software,181.4%,41.2%,,,2010,,,,"5,640,002",,29,,,,,,"15,872,167",49,2024
871,Wabra Tec,Germany,Construction & Engineering,181.4%,41.2%,,,2012,,,,"683,510",,8,,,,,,"1,923,493",17,2024
872,JL&P,France,Energy & Utilities,181.4%,41.2%,,,2017,,,,"1,796,941",,7,,,,,,"5,056,577",17,2024
873,ZMT Hungary,Hungary,Manufacturing,181.3%,41.2%,,,2011,,,,"1,630,160",,58,,,,,,"3,789,562",87,2024
874,Deolab,Italy,Retail,181.1%,41.1%,,,2018,,,,"1,242,880",,2,,,,,,"3,494,126",9,2024
875,Beyer Betonwaren,Germany,Construction & Engineering,181.1%,41.1%,,,2017,,,,"1,057,659",,10,,,,,,"2,972,921",15,2024
876,Polarstern,Germany,Energy & Utilities,180.7%,41.1%,,,2011,,,,"21,551,962",,35,,,,,,"60,496,560",50,2024
877,Adameo,France,Management Consulting,180.6%,41.1%,,,2011,,,,"3,376,958",,55,,,,,,"9,477,405",70,2024
878,Geatop,Italy,"Professional, Scientific & Technical Services",180.5%,41.0%,,,2008,,,,"1,177,390",,9,,,,,,"3,302,603",32,2024
879,Logistic Service,Italy,Logistics & Transportation,180.1%,41.0%,,,2018,,,,"751,544",,2,,,,,,"2,105,162",28,2024
880,Munari Group,Italy,Energy & Utilities,179.6%,40.9%,,,2011,,,,"3,199,624",,3,,,,,,"8,947,563",9,2024
881,Anthesis Group,UK,"Professional, Scientific & Technical Services",179.4%,40.8%,,,2013,,,,"32,689,569",,580,,,,,,"87,155,555",1100,2024
882,Fonderie Pandolfo,Italy,Manufacturing,179.4%,40.8%,,,2003,,,,"96,025,739",,66,,,,,,"268,275,870",77,2024
883,Effezeta System,Italy,Furniture & Interiors,179.4%,40.8%,,,2009,,,,"4,586,917",,45,,,,,,"12,814,813",70,2024
884,Geva Group,Germany,It & Software,179.2%,40.8%,,,2013,,,,"3,534,107",,27,,,,,,"9,866,529",69,2024
885,My Jewellery,Netherlands,Apparel & Fashion,179.1%,40.8%,,,2011,,,,"26,290,000",,317,,,,,,"73,364,000",755,2024
886,Fortris,Spain,"Fintech, Financial Services & Insurance",178.9%,40.8%,,,2017,,,,"2,784,544",,36,,,,,,"7,767,328",93,2024
887,La Vida,UK,"Professional, Scientific & Technical Services",178.3%,40.7%,,,2002,,,,"5,285,684",,10,,,,,,"14,033,606",16,2024
888,Yocabè,Italy,Ecommerce,178.2%,40.6%,,,2016,,,,"1,969,579",,9,,,,,,"5,479,292",15,2024
889,Les Constructeurs du Bois,France,Real Estate,178.0%,40.6%,,,2011,,,,"3,928,155",,12,,,,,,"10,918,555",16,2024
890,Draivi,Finland,"Fintech, Financial Services & Insurance",177.9%,40.6%,,,2012,,,,"3,349,729",,9,,,,,,"9,309,061",10,2024
891,Variosan,Germany,Furniture & Interiors,177.8%,40.6%,,,2013,,,,"1,940,444",,4,,,,,,"5,390,400",5,2024
892,Ottopuntozero,Italy,Furniture & Interiors,177.7%,40.6%,,,2016,,,,"1,580,043",,2,,,,,,"4,387,862",5,2024
893,Babylon Cloud,Italy,It & Software,177.7%,40.6%,,,2014,,,,"1,020,404",,15,,,,,,"2,833,456",32,2024
894,BetterGov,UK,Management Consulting,177.6%,40.5%,,,2016,,,,"3,718,366",,9,,,,,,"9,849,748",8,2024
895,JR Service,Germany,Construction & Engineering,177.0%,40.4%,,,2014,,,,"2,813,400",,65,,,,,,"7,794,411",133,2024
896,C.G.M. Gruppi Elettrogeni,Italy,Mechanical & Plant Engineering,176.7%,40.4%,,,2000,,,,"20,034,921",,34,,,,,,"55,427,169",55,2024
897,Sourcing Force,France,Management Consulting,176.3%,40.3%,,,2012,,,,"4,935,245",,15,,,,,,"13,637,841",32,2024
898,Leasy,France,"Fintech, Financial Services & Insurance",176.3%,40.3%,,,2015,,,,"5,982,187",,3,,,,,,"16,530,400",5,2024
899,rankeffect,Germany,Advertising & Marketing,176.1%,40.3%,,,2016,,,,"816,000",,7,,,,,,"2,253,000",30,2024
900,ingage IR,UK,It & Software,176.1%,40.3%,,,2013,,,,"956,933",,15,,,,,,"2,520,901",20,2024
901,Time,Italy,Manufacturing,175.9%,40.3%,,,1979,,,,"1,794,898",,11,,,,,,"4,951,682",22,2024
902,Lizergy,Germany,Energy & Utilities,175.8%,40.2%,,,2013,,,,"2,663,124",,12,,,,,,"7,345,448",27,2024
903,PHSE,Italy,Logistics & Transportation,175.6%,40.2%,,,2002,,,,"26,584,733",,240,,,,,,"73,267,705",555,2024
904,TrenDevice,Italy,Ecommerce,175.1%,40.1%,,,1999,,,,"7,208,384",,13,,,,,,"19,832,874",43,2024
905,Company Imball,Italy,Wholesale,174.4%,40.0%,,,2018,,,,"1,737,940",,3,,,,,,"4,768,209",3,2024
906,Codenor,Spain,Construction & Engineering,174.3%,40.0%,,,2010,,,,"4,619,540",,19,,,,,,"12,672,853",23,2024
907,WastePlus,Spain,Waste Management & Recycling,174.3%,40.0%,,,2016,,,,"1,463,389",,1,,,,,,"4,014,175",6,2024
908,MBP Solutions,Switzerland,Waste Management & Recycling,174.2%,40.0%,,,2010,,,,"74,454,632",,80,,,,,,"204,166,073",123,2024
909,Antares Energia,Italy,Energy & Utilities,173.8%,39.9%,,,2013,,,,"3,508,193",,6,,,,,,"9,606,537",9,2024
910,Portalia,France,Management Consulting,173.8%,39.9%,,,2016,,,,"8,603,626",,6,,,,,,"23,558,986",9,2024
911,Vennes,Germany,Construction & Engineering,173.8%,39.9%,,,2003,,,,"11,466,707",,41,,,,,,"31,396,986",73,2024
912,Tieffe Group,Italy,Logistics & Transportation,173.3%,39.8%,,,2012,,,,"4,363,696",,9,,,,,,"11,926,374",11,2024
913,Gallas Group,Italy,Employment Services,173.3%,39.8%,,,2012,,,,"3,085,644",,56,,,,,,"8,432,719",150,2024
914,Hydroprocess,France,Manufacturing,172.7%,39.7%,,,2006,,,,"4,463,748",,10,,,,,,"12,173,842",19,2024
915,Gustavo Gusto,Germany,Food & Beverages,172.1%,39.6%,,,2016,,,,"31,334,337",,150,,,,,,"85,252,000",417,2024
916,Optimisation Habitat Energie,France,Construction & Engineering,171.9%,39.6%,,,2013,,,,"792,732",,7,,,,,,"2,155,667",14,2024
917,Trafalgar Entertainment,UK,Leisure & Entertainment,171.8%,39.6%,,,2016,,,,"53,190,630",,189,,,,,,"137,939,240",1361,2024
918,Bioburger,France,Logistics & Transportation,171.6%,39.5%,,,2011,,,,"5,262,883",,100,,,,,,"14,294,382",255,2024
919,Selectra Italia,Italy,Energy & Utilities,171.1%,39.4%,,,2015,,,,"2,359,667",,58,,,,,,"6,397,991",154,2024
920,Seats.io,Belgium,It & Software,170.6%,39.3%,,,2014,,,,"986,000",,4,,,,,,"2,668,000",4,2024
921,Aleas Cosmetics,Italy,Ecommerce,170.4%,39.3%,,,2009,,,,"601,067",,2,,,,,,"1,625,300",5,2024
922,Assured Systems,UK,It & Software,170.3%,39.3%,,,2011,,,,"1,424,234",,14,,,,,,"3,673,537",12,2024
923,Office In,France,"Professional, Scientific & Technical Services",170.3%,39.3%,,,2013,,,,"2,981,531",,5,,,,,,"8,059,480",8,2024
924,Lemonway,France,"Fintech, Financial Services & Insurance",170.3%,39.3%,,,2007,,,,"6,035,000",,64,,,,,,"16,311,552",130,2024
925,Rets,Poland,"Professional, Scientific & Technical Services",170.1%,39.3%,,,2014,,,,"4,337,366",,78,,,,,,"10,601,169",165,2024
926,Sun Finance,Latvia,"Fintech, Financial Services & Insurance",169.9%,39.2%,,,2017,,,,"101,475,796",,716,,,,,,"273,907,906",1160,2024
927,Appkeep,Italy,"Professional, Scientific & Technical Services",169.9%,39.2%,,,2016,,,,"1,048,173",,9,,,,,,"2,829,065",15,2024
928,Leascorp,France,"Fintech, Financial Services & Insurance",169.9%,39.2%,,,2014,,,,"13,976,926",,4,,,,,,"37,717,313",17,2024
929,Comal,Italy,Energy & Utilities,169.8%,39.2%,,,2001,,,,"22,648,926",,65,,,,,,"61,104,520",121,2024
930,Aforti,Poland,"Fintech, Financial Services & Insurance",169.6%,39.2%,,,2009,,,,"243,696,946",,203,,,,,,"594,582,704",209,2024
931,Cast Group,Italy,Mechanical & Plant Engineering,169.5%,39.2%,,,2009,,,,"3,800,201",,12,,,,,,"10,241,804",18,2024
932,Vypr,UK,It & Software,169.5%,39.2%,,,2013,,,,"908,326",,14,,,,,,"2,335,752",27,2024
933,eatventure®,Germany,Ecommerce,169.3%,39.1%,,,2016,,,,"702,379",,10,,,,,,"1,891,525",31,2024
934,Imec Service,Italy,Media & Telecommunications,169.2%,39.1%,,,2008,,,,"3,323,343",,33,,,,,,"8,945,000",55,2024
935,Koesea Baugesellschaft,Germany,Construction & Engineering,169.1%,39.1%,,,2019,,,,"1,803,869",,26,,,,,,"4,854,673",50,2024
936,F.M. Trasporti,Italy,Logistics & Transportation,169.1%,39.1%,,,1992,,,,"8,443,711",,80,,,,,,"22,718,611",216,2024
937,Landbay,UK,"Fintech, Financial Services & Insurance",168.5%,39.0%,,,2013,,,,"9,496,781",,97,,,,,,"24,327,445",145,2024
938,DBM,Germany,Waste Management & Recycling,168.3%,39.0%,,,2018,,,,"1,601,327",,50,,,,,,"4,296,426",100,2024
939,Eesti Metsameister,Estonia,"Agriculture, Forestry & Fishing",168.2%,38.9%,,,2012,,,,"7,079,752",,12,,,,,,"18,990,005",25,2024
940,Investmentpunk Academy,Austria,Education & Social Services,168.2%,38.9%,,,2016,,,,"1,682,414",,10,,,,,,"4,512,172",9,2024
941,Hanse Mondial,Germany,Hospitality & Travel,168.2%,38.9%,,,2017,,,,"4,019,584",,21,,,,,,"10,779,819",52,2024
942,Woodrow,UK,Advertising & Marketing,168.1%,38.9%,,,2018,,,,"1,008,279",,4,,,,,,"2,579,115",24,2024
943,Nicolis Project,Italy,It & Software,167.9%,38.9%,,,2006,,,,"15,268,183",,40,,,,,,"40,909,665",45,2024
944,isg Express Logistik,Germany,Logistics & Transportation,167.8%,38.9%,,,2011,,,,"5,599,281",,24,,,,,,"14,992,623",64,2024
945,Bail Art,France,Leisure & Entertainment,167.7%,38.9%,,,2009,,,,"5,633,147",,4,,,,,,"15,080,076",11,2024
946,Project X Paris,France,Apparel & Fashion,167.7%,38.8%,,,2013,,,,"18,719,367",,130,,,,,,"50,106,146",210,2024
947,Podium Advanced Technologies,Italy,Automotive,167.6%,38.8%,,,2011,,,,"9,320,561",,31,,,,,,"24,943,348",65,2024
948,Ruffato Mario,Italy,Construction & Engineering,167.4%,38.8%,,,1950,,,,"9,101,518",,35,,,,,,"24,335,100",33,2024
949,mcule.com,Hungary,Chemicals,167.2%,38.8%,,,2011,,,,"1,766,398",,19,,,,,,"3,900,562",27,2024
950,Ad’s up Consulting,France,Advertising & Marketing,167.0%,38.7%,,,2012,,,,"7,487,000",,66,,,,,,"19,990,000",130,2024
951,therapiezentrum.com,Germany,Health Care & Life Sciences,166.6%,38.7%,,,2017,,,,"2,160,000",,47,,,,,,"5,759,621",111,2024
952,Smart People,Italy,Energy & Utilities,166.6%,38.7%,,,2017,,,,"3,671,095",,9,,,,,,"9,787,130",29,2024
953,Lbi Cooperative,France,Health Care & Life Sciences,166.5%,38.6%,,,1998,,,,"71,223,047",,11,,,,,,"189,816,363",12,2024
954,Schropp,Germany,Wholesale,166.3%,38.6%,,,2019,,,,"2,461,612",,1,,,,,,"6,555,846",1,2024
955,Active Technologies,Italy,Manufacturing,166.1%,38.6%,,,2003,,,,"1,194,974",,9,,,,,,"3,180,069",14,2024
956,Care to Beauty,Portugal,Retail,165.8%,38.5%,,,2015,,,,"6,605,761",,22,,,,,,"17,556,712",47,2024
957,Blue Ocean Finance,Italy,Management Consulting,165.6%,38.5%,,,2018,,,,"984,776",,12,,,,,,"2,615,553",10,2024
958,Syntio,Croatia,It & Software,165.1%,38.4%,,,2017,,,,"2,108,296",,17,,,,,,"5,588,129",81,2024
959,DyFlowing,Italy,It & Software,164.6%,38.3%,,,2016,,,,"1,645,954",,20,,,,,,"4,354,941",65,2024
960,I-Vet,Italy,Pharmaceuticals & Cosmetics,164.3%,38.3%,,,2012,,,,"1,647,383",,15,,,,,,"4,354,509",22,2024
961,Mi Tienda de Arte,Spain,Ecommerce,164.2%,38.2%,,,2013,,,,"8,325,228",,32,,,,,,"21,995,290",62,2024
962,Obel Natursteine,Germany,Construction & Engineering,164.2%,38.2%,,,1997,,,,"1,505,935",,7,,,,,,"3,978,636",24,2024
963,I.T.E.,Italy,Energy & Utilities,164.0%,38.2%,,,2012,,,,"6,772,775",,37,,,,,,"17,880,984",35,2024
964,RTB House,Poland,Advertising & Marketing,163.7%,38.2%,,,2013,,,,"171,231,675",,576,,,,,,"408,593,933",1254,2024
965,Plug In Digital,France,Leisure & Entertainment,163.1%,38.0%,,,2012,,,,"9,270,859",,21,,,,,,"24,389,362",50,2024
966,Claranet,Italy,It & Software,163.0%,38.0%,,,2016,,,,"2,737,397",,40,,,,,,"7,200,587",45,2024
967,Écomiam,France,Retail,162.9%,38.0%,,,2009,,,,"14,698,832",,32,,,,,,"38,636,421",56,2024
968,Celeste,France,Media & Telecommunications,162.6%,38.0%,,,2001,,,,"46,946,000",,121,,,,,,"123,280,000",617,2024
969,Burgez,Italy,Food & Beverages,162.4%,37.9%,,,2015,,,,"4,552,811",,76,,,,,,"11,947,613",155,2024
970,Discoup.com,Italy,Advertising & Marketing,162.4%,37.9%,,,2013,,,,"1,493,252",,6,,,,,,"3,918,633",17,2024
971,K&R Ausbauteam,Germany,Construction & Engineering,161.9%,37.8%,,,2015,,,,"6,768,699",,30,,,,,,"17,730,000",58,2024
972,Power Plus Communications (PPC),Germany,Media & Telecommunications,161.9%,37.8%,,,2000,,,,"12,108,618",,76,,,,,,"31,717,138",90,2024
973,TMC,Germany,Wholesale,161.6%,37.8%,,,2008,,,,"5,330,940",,3,,,,,,"13,947,780",9,2024
974,Waldkraft,Germany,Manufacturing,161.2%,37.7%,,,2017,,,,"1,393,475",,18,,,,,,"3,639,459",39,2024
975,Hemisphere,France,Real Estate,161.1%,37.7%,,,2017,,,,"2,779,866",,6,,,,,,"7,257,834",12,2024
976,Leomed,Italy,Wholesale,160.9%,37.7%,,,1989,,,,"711,728",,3,,,,,,"1,857,200",3,2024
977,Piwik Pro,Poland,It & Software,160.9%,37.7%,,,2013,,,,"3,247,241",,1,,,,,,"7,666,013",5,2024
978,Platform.sh,France,It & Software,160.8%,37.6%,,,2014,,,,"15,402,000",,159,,,,,,"40,164,000",314,2024
979,ODB Magneti,Italy,Manufacturing,160.7%,37.6%,,,1989,,,,"961,668",,2,,,,,,"2,506,972",5,2024
980,Zanatta media group,Germany,Advertising & Marketing,160.3%,37.6%,,,2008,,,,"5,481,643",,12,,,,,,"14,268,601",14,2024
981,Task Consumer Products,UK,Manufacturing,160.2%,37.5%,,,2008,,,,"62,272,297",,90,,,,,,"154,627,198",130,2024
982,Payment Assist,UK,"Fintech, Financial Services & Insurance",160.2%,37.5%,,,2013,,,,"4,599,001",,18,,,,,,"11,416,662",42,2024
983,Uprise,Croatia,It & Software,160.1%,37.5%,,,2017,,,,"576,769",,7,,,,,,"1,500,174",19,2024
984,Spotview,Italy,Advertising & Marketing,160.1%,37.5%,,,2006,,,,"1,299,246",,12,,,,,,"3,379,236",22,2024
985,Nature Dog,France,Retail,160.1%,37.5%,,,2011,,,,"4,691,423",,11,,,,,,"12,200,846",26,2024
986,Lionard Luxury Real Estate,Italy,Real Estate,160.0%,37.5%,,,2008,,,,"10,312,002",,4,,,,,,"26,813,842",15,2024
987,Ipses,Italy,Mechanical & Plant Engineering,160.0%,37.5%,,,2003,,,,"1,001,212",,13,,,,,,"2,603,233",19,2024
988,OdeGam,France,Construction & Engineering,160.0%,37.5%,,,2016,,,,"647,949",,12,,,,,,"1,684,458",22,2024
989,Simply,UK,"Fintech, Financial Services & Insurance",159.8%,37.5%,,,2017,,,,"19,741,807",,93,,,,,,"48,934,702",123,2024
990,MHC,Germany,Employment Services,159.6%,37.4%,,,2018,,,,"3,463,095",,10,,,,,,"8,988,994",12,2024
991,Jungle,Spain,Advertising & Marketing,159.2%,37.4%,,,2018,,,,"7,661,576",,80,,,,,,"19,859,444",191,2024
